-1 1 3.580558 (0.3146, 29.5646, -3.8492) (0.0893, -0.1463, -0.0047, -0.9852) (0.0991, 29.9543, -4.3074) (0.0991, 29.9543, -4.3074) 28.74045 17.31836 94.12173
-1 1 3.609973 (0.3178, 29.5665, -3.8527) (0.0873, -0.1468, -0.0159, -0.9852) (0.1000, 29.9544, -4.3126) (0.1000, 29.9544, -4.3126) 28.64473 17.39569 94.16367
-1 1 3.639143 (0.3231, 29.5682, -3.8558) (0.0889, -0.1566, -0.0223, -0.9834) (0.1014, 29.9543, -4.3175) (0.1014, 29.9543, -4.3175) 30.38963 18.16865 93.51663
-1 1 3.66149 (0.3275, 29.5688, -3.8580) (0.0898, -0.1630, -0.0215, -0.9823) (0.1031, 29.9540, -4.3204) (0.1031, 29.9540, -4.3204) 31.61439 18.33565 93.07713
-1 1 3.68691 (0.3316, 29.5690, -3.8599) (0.0861, -0.1576, -0.0241, -0.9834) (0.1050, 29.9539, -4.3231) (0.1050, 29.9539, -4.3231) 30.49963 17.62539 93.54831
-1 1 3.708435 (0.3359, 29.5688, -3.8619) (0.0819, -0.1508, -0.0283, -0.9848) (0.1071, 29.9538, -4.3258) (0.1071, 29.9538, -4.3258) 29.15058 16.56039 94.11311
-1 1 3.729998 (0.3410, 29.5682, -3.8645) (0.0813, -0.1513, -0.0270, -0.9848) (0.1096, 29.9537, -4.3284) (0.1096, 29.9537, -4.3284) 29.38501 16.79555 94.09927
-1 1 3.751663 (0.3466, 29.5683, -3.8673) (0.0731, -0.1543, -0.0220, -0.9851) (0.1120, 29.9539, -4.3308) (0.1120, 29.9539, -4.3308) 29.55374 15.74465 94.1701
-1 1 3.775178 (0.3518, 29.5685, -3.8704) (0.0702, -0.1581, -0.0166, -0.9848) (0.1145, 29.9543, -4.3331) (0.1145, 29.9543, -4.3331) 30.4961 14.91671 94.01641
-1 1 3.796795 (0.3569, 29.5686, -3.8736) (0.0657, -0.1565, -0.0073, -0.9855) (0.1171, 29.9547, -4.3351) (0.1171, 29.9547, -4.3351) 30.13735 14.60844 94.24207
-1 1 3.819436 (0.3620, 29.5678, -3.8761) (0.0568, -0.1577, -0.0028, -0.9858) (0.1197, 29.9550, -4.3370) (0.1197, 29.9550, -4.3370) 30.94531 11.82276 94.38139
-1 1 3.841982 (0.3672, 29.5665, -3.8781) (0.0489, -0.1515, 0.0027, -0.9872) (0.1224, 29.9552, -4.3385) (0.1224, 29.9552, -4.3385) 30.06102 11.00756 94.92947
-1 1 3.867269 (0.3725, 29.5655, -3.8801) (0.0502, -0.1586, 0.0033, -0.9861) (0.1249, 29.9550, -4.3395) (0.1249, 29.9550, -4.3395) 31.15528 10.18969 94.46365
-1 1 3.897725 (0.3805, 29.5644, -3.8834) (0.0490, -0.1646, 0.0073, -0.9851) (0.1287, 29.9548, -4.3413) (0.1287, 29.9548, -4.3413) 32.37714 9.533376 94.10146
-1 1 3.919453 (0.3854, 29.5632, -3.8851) (0.0517, -0.1558, 0.0124, -0.9864) (0.1311, 29.9544, -4.3420) (0.1311, 29.9544, -4.3420) 30.75946 11.53668 94.6089
