Fitts Law Experiment
Subject T: BcaD
FOV: 87.95473
Width: 1920
Height: 1080
XRHieght: 1600
XRWidth: 1344
Target# Filter? Time Touch Pos Touch Rot Head Pos Head Rot xfilter yfilter zfilter
7 0 53.27548 (1.0103, 29.3782, -4.8745) (-0.0557, 0.0930, 0.3601, 0.9266) (0.4204, 29.9385, -4.8141) (-0.0649, 0.0074, -0.0077, -0.9978) 13.22851 17.02346 97.64839
8 0 53.97549 (0.9212, 29.4186, -4.9021) (-0.2055, -0.0896, 0.3461, 0.9110) (0.4201, 29.9390, -4.8157) (-0.0624, 0.0286, -0.0095, -0.9976) -30.55587 31.24021 89.94659
9 0 54.598 (1.0477, 29.4348, -4.8647) (-0.1221, 0.1544, 0.3521, 0.9150) (0.4234, 29.9392, -4.8144) (-0.0621, 0.0070, -0.0065, -0.9980) 19.65306 33.21939 92.2509
10 0 55.26435 (0.9112, 29.3972, -4.9070) (-0.1193, -0.0820, 0.3395, 0.9294) (0.4187, 29.9385, -4.8160) (-0.0649, 0.0263, -0.0089, -0.9975) -23.345 16.60882 95.80792
11 0 55.91989 (1.0047, 29.5017, -4.8639) (-0.2155, 0.1475, 0.3062, 0.9154) (0.4177, 29.9390, -4.8142) (-0.0623, 0.0107, -0.0092, -0.9980) 13.80298 48.49239 86.35951
12 0 56.56428 (0.9625, 29.3717, -4.8620) (-0.0304, -0.0131, 0.3435, 0.9386) (0.4205, 29.9374, -4.8045) (-0.0714, 0.0150, -0.0062, -0.9973) -4.554102 4.798384 99.78094
13 0 57.2089 (0.9668, 29.5088, -4.8708) (-0.2771, 0.0724, 0.3084, 0.9071) (0.4221, 29.9400, -4.8102) (-0.0579, 0.0254, -0.0075, -0.9980) -3.953718 54.74126 83.59283
14 0 57.94214 (1.0219, 29.3826, -4.8609) (-0.0450, 0.0933, 0.3770, 0.9204) (0.4238, 29.9384, -4.8091) (-0.0660, 0.0232, -0.0036, -0.9975) 13.77975 15.30676 97.85612
15 0 58.54233 (0.9222, 29.4837, -4.8883) (-0.2831, -0.0220, 0.3248, 0.9022) (0.4157, 29.9395, -4.8126) (-0.0591, 0.0417, -0.0116, -0.9973) -22.35919 49.64558 83.8772
0 0 59.20926 (1.0483, 29.4519, -4.8616) (-0.1166, 0.1734, 0.3652, 0.9072) (0.4227, 29.9391, -4.8079) (-0.0621, 0.0174, -0.0058, -0.9979) 22.94904 33.81651 91.26765
1 0 59.94248 (0.9064, 29.4566, -4.8989) (-0.2029, -0.0807, 0.3232, 0.9208) (0.4208, 29.9390, -4.8044) (-0.0642, 0.0304, -0.0040, -0.9975) -27.97572 32.14472 90.46588
2 0 60.53149 (1.0024, 29.5093, -4.8628) (-0.2213, 0.1537, 0.3221, 0.9076) (0.4191, 29.9400, -4.8097) (-0.0575, 0.0203, -0.0063, -0.9981) 13.6452 50.0626 85.48418
3 0 61.56496 (0.9297, 29.4154, -4.8941) (-0.1048, -0.0926, 0.3537, 0.9249) (0.4200, 29.9388, -4.8094) (-0.0624, 0.0207, -0.0069, -0.9978) -24.54556 12.84051 96.08661
4 0 62.32036 (0.9601, 29.4794, -4.8699) (-0.2886, 0.0685, 0.3171, 0.9008) (0.4161, 29.9393, -4.8032) (-0.0603, 0.0223, -0.0096, -0.9979) -5.952737 56.34228 82.40214
5 0 62.94253 (0.9626, 29.3664, -4.8701) (-0.0429, -0.0056, 0.3612, 0.9315) (0.4155, 29.9376, -4.7974) (-0.0705, 0.0190, -0.0098, -0.9973) -4.142696 7.590868 99.62538
6 0 63.58743 (0.9382, 29.4460, -4.8854) (-0.2797, -0.0215, 0.3093, 0.9086) (0.4152, 29.9388, -4.8010) (-0.0636, 0.0247, -0.0109, -0.9976) -21.21273 49.49052 84.26571
7 0 64.19821 (1.0185, 29.3700, -4.8707) (-0.0500, 0.0873, 0.3469, 0.9325) (0.4189, 29.9380, -4.7984) (-0.0679, 0.0120, -0.0068, -0.9976) 12.81006 15.38766 97.97511
8 0 64.89826 (0.8848, 29.4475, -4.9033) (-0.2135, -0.0956, 0.3032, 0.9238) (0.4187, 29.9399, -4.8106) (-0.0571, 0.0338, -0.0076, -0.9978) -30.60252 33.65284 89.056
9 0 65.58749 (1.0641, 29.4547, -4.8845) (-0.1238, 0.1487, 0.3228, 0.9265) (0.4388, 29.9408, -4.8179) (-0.0517, -0.0174, 0.0124, -0.9984) 19.55108 32.54131 92.51389
10 0 66.39843 (0.9117, 29.3975, -4.9416) (-0.1022, -0.0922, 0.3279, 0.9346) (0.4263, 29.9407, -4.8304) (-0.0470, 0.0273, 0.0019, -0.9985) -23.93772 13.04642 96.21214
11 0 67.15419 (1.0220, 29.5214, -4.8680) (-0.2134, 0.1482, 0.3027, 0.9170) (0.4244, 29.9413, -4.8152) (-0.0494, 0.0020, 0.0063, -0.9988) 14.25499 48.1144 86.4974
12 0 67.94306 (0.9535, 29.3556, -4.8879) (-0.0240, -0.0140, 0.3289, 0.9440) (0.4222, 29.9377, -4.8021) (-0.0687, 0.0149, 0.0019, -0.9975) -4.226799 3.598133 99.84582
13 0 68.60979 (0.9586, 29.5357, -4.8946) (-0.2839, 0.0710, 0.2890, 0.9115) (0.4220, 29.9407, -4.8158) (-0.0525, 0.0178, 0.0002, -0.9985) -3.470464 55.85987 82.87117
14 0 69.35432 (1.0232, 29.3795, -4.9091) (-0.0436, 0.0827, 0.3620, 0.9275) (0.4297, 29.9395, -4.8220) (-0.0539, 0.0114, 0.0052, -0.9985) 12.1852 14.06646 98.25302
15 0 70.02107 (0.9120, 29.4946, -4.9328) (-0.2737, -0.0296, 0.2965, 0.9145) (0.4251, 29.9414, -4.8317) (-0.0435, 0.0305, -0.0001, -0.9986) -21.64162 48.30482 84.8427
0 0 70.66537 (1.0582, 29.4456, -4.8868) (-0.1176, 0.1565, 0.3409, 0.9195) (0.4350, 29.9397, -4.8199) (-0.0544, -0.0049, 0.0075, -0.9985) 20.76013 32.29516 92.33656
1 0 71.27661 (0.8643, 29.4595, -4.9164) (-0.2154, -0.1056, 0.2955, 0.9247) (0.4224, 29.9399, -4.8210) (-0.0540, 0.0360, 0.0010, -0.9979) -32.25917 33.59822 88.49014
2 0 72.09892 (1.0071, 29.5107, -4.8710) (-0.2181, 0.1414, 0.3021, 0.9172) (0.4303, 29.9405, -4.8200) (-0.0513, 0.0067, 0.0054, -0.9986) 12.76537 48.54261 86.49081
3 0 72.76543 (0.8932, 29.3948, -4.9217) (-0.1046, -0.0892, 0.3176, 0.9382) (0.4252, 29.9393, -4.8183) (-0.0562, 0.0233, 0.0006, -0.9981) -23.37449 13.95449 96.22321
4 0 73.53227 (0.9480, 29.5217, -4.9002) (-0.2784, 0.0699, 0.2936, 0.9118) (0.4259, 29.9414, -4.8267) (-0.0427, 0.0194, -0.0001, -0.9989) -3.597362 54.87936 83.51835
5 0 74.28789 (0.9610, 29.3418, -4.9101) (-0.0270, -0.0134, 0.3612, 0.9320) (0.4288, 29.9386, -4.8217) (-0.0608, 0.0137, 0.0012, -0.9981) -4.453084 4.053763 99.81852
